title,skills,company,industry
Software Development Engineer Iii,"['cloud', 'agile/scrum', 'javascript', 'python', 'docker', 'saas', 'vue', 'php', 'java', 'mysql', 'snowflake', 'go', 'airflow']",TUNE,Computer Software
"Principal Data Scientist, Industry 4.0","['cloud', 'agile/scrum', 'javascript', 'python', 'hadoop', 'r', 'json', 'programming', 'matlab', 'spark', 'iot', 'shell', 'sas', 'aws', 'sql', 'ai', 'machine_learning', 'azure']","Stanley Black & Decker, Inc.",Consumer Goods
Episerver Developer,"['cloud', 'agile/scrum', 'javascript', 'sass', 'agile', 'asp.net', 'server', 'powershell', 'git', 'vue', 'css', 'programming', 'devops', 'c', 'microsoft', 'sql']",Perficient,Information Technology & Services
"Machine Learning Engineer/ Mle, Risk Analytics. Us Remote Option","['cloud', 'agile/scrum', 'python', 'hadoop', 'pytorch', 'r', 'programming', 'c', 'spark', 'aws', 'nlp', 'ml', 'tensorflow', 'ai', 'machine_learning', 'go', 'scala', 'coding']",Guidewire Software,Computer Software
"Machine Learning Engineer/ Mle, Risk Analytics","['cloud', 'agile/scrum', 'python', 'hadoop', 'pytorch', 'r', 'programming', 'c', 'spark', 'aws', 'nlp', 'ml', 'tensorflow', 'ai', 'machine_learning', 'go', 'scala', 'coding']",Guidewire Software,Computer Software
Salesforce Crm Business Analyst,"['cloud', 'agile/scrum', 'python', 'java', 'c++']",Synechron,Financial Services
"Senior Product Manager, Data Science","['cloud', 'agile/scrum', 'python', 'server', 'r', 'programming', 'java', 'aws', 'mysql', 'tableau', 'ml', 'snowflake', 'sql', 'machine_learning', 'azure', 'powerbi']",DocuSign,Computer Software
Lead Camunda/Activiti Bpm Developer,"['cloud', 'agile/scrum', 'server', 'gcp', 'programming', 'devops', 'java', 'aws', 'sql', 'azure']",Perficient,Information Technology & Services
"Senior Product Manager, Public Sector","['cloud', 'ai', 'machine_learning']",Dataminr,Internet
"Principal Software Engineer, Full Stack","['cloud', 'ai', 'machine_learning']",Dataminr,Internet
Channel Sales Engineer,"['cloud', 'ai']",Cybereason,Computer & Network Security
Senior Ml Software Engineer (Upto $300K,"['cloud', 'ai/ml', 'aws', 'ai', 'machine_learning']",CareerWellness,Staffing & Recruiting
"Senior Principal Data Scientist, Genomics","['cloud', 'ai/ml', 'bi', 'nlp', 'machine_learning', 'azure']",Optum,Hospital & Health Care
Nlp Data Science Engineer I,"['cloud', 'ai/ml', 'nlp', 'agile', 'ml', 'ai', 'devops', 'machine_learning']",Windstream,Telecommunications
Staff Machine Learning Engineer,"['cloud', 'ai/ml', 'pandas', 'aws', 'ml', 'keras', 'tensorflow', 'apache', 'ai', 'machine_learning', 'airflow', 'scikit-learn']",Varo Bank,Banking
Senior Machine Learning Software Engineer,"['cloud', 'ai/ml', 'python', 'aws', 'ml', 'ai', 'machine_learning']",Jobot,Staffing & Recruiting
"Senior Machine Learning/Bioinformatics Software Engineer, Research","['cloud', 'ai/ml', 'python', 'frontend', 'backend', 'mysql', 'postgresql', 'nosql', 'go']",Invitae,Biotechnology
"Staff Software Engineer, Machine Learning","['cloud', 'ai/ml', 'python', 'pandas', 'aws', 'ml', 'keras', 'tensorflow', 'apache', 'ai', 'machine_learning', 'airflow', 'scikit-learn']",Varo Bank,Banking
"Software Engineer, Compilers","['cloud', 'ai/ml', 'python', 'programming', 'c/c++', 'etl']",bodo.ai,Computer Software
Remote Senior Machine Learning Engineer,"['cloud', 'ai/ml', 'python', 'pytorch', 'aws', 'ml', 'keras', 'tensorflow', 'ai', 'machine_learning', 'mlops']",Jobot,Staffing & Recruiting
Remote Senior Azure Data Engineer,"['cloud', 'ai/ml', 'python', 'server', 'devops', 'iot', 'ci/cd', 'pyspark', 'ml', 'sql', 'azure', 'ssis']",NTT DATA Services,Information Technology & Services
Principal Data Engineering,"['cloud', 'ai/ml', 'sql', 'ai']",Optum,Hospital & Health Care
"Senior Principal Data Scientist, Data Strategy-Telecommute","['cloud', 'ai/ml', 'sql', 'machine_learning']",Optum,Hospital & Health Care
Software Developer Iii- Remote,"['cloud', 'ajax', 'javascript', 'agile', 'html5', 'git', 'json', 'css', 'devops', 'etl', 'selenium', 'xml', 'jquery', 'js']",Envision Healthcare,Hospital & Health Care
"Senior Software Engineer -Telecommute In Mn, Nj, Co, Ca, Tx","['cloud', 'ajax', 'javascript', 'agile', 'html5', 'scrum', 'programming', 'devops', 'java', 'selenium', 'cicd', 'jquery']",Optum,Hospital & Health Care
Principal/Senior Software Engineer,"['cloud', 'ajax', 'javascript', 'agile', 'python', 'git', 'saas', 'css', 'c', 'microsoft', 'redshift', 'snowflake', 'azure', 'excel']",CloudCheckr,Information Technology & Services
Servicenow Technical Consultant/Developer,"['cloud', 'ajax', 'javascript', 'css', 'oracle', 'html', 'mysql', 'xml']",Covestic,Information Technology & Services
Tss Servicenow Developer Advisor,"['cloud', 'ajax', 'javascript', 'server']",,Staffing & Recruiting
Software Developer Senior,"['cloud', 'aws', 'agile', 'devops']",CSG,Computer Software
Associate Data Engineer,"['cloud', 'aws', 'agile', 'python', 'slack', 'etl', 'sql', 'server', 'spark']",Privia Health,"Health, Wellness & Fitness"
"Principal Software Engineer , Trilogy","['cloud', 'aws', 'azure']",Crossover for Work,Information Technology & Services
Solutions Product Manager,"['cloud', 'aws', 'devops']",Ping Identity,Computer Software
"Data Engineer, Philadelphia, Pa , Fulltime","['cloud', 'aws', 'etl', 'node', 'sql', 'devops', 'spark']",Panamax Inc.,Information Technology & Services
"Remote Senior Software Engineer, Web Applications","['cloud', 'aws', 'postgres']",Auterion,Aviation & Aerospace
Senior Principal Software Engineer Cloud-Native Application Enablement,"['cloud', 'aws', 'programming']",Discover Financial Services,Financial Services
Data Engineer- Aws Glue,"['cloud', 'aws', 'pyspark', 'python', 'etl']",Modis,Information Technology & Services
Remote:: Lead Aws/Big Data Engineer,"['cloud', 'aws', 'pyspark', 'redshift', 'python', 'apache', 'spark']",Dice,Internet
"Senior Software Engineer, Platform","['cloud', 'aws', 'python', 'coding', 'devops']",Invitae,Biotechnology
Developer,"['cloud', 'aws', 'python', 'coding', 'sql']",Pura Vida Investments,Investment Management
"Software Engineer, Compute","['cloud', 'aws', 'python', 'docker', 'server', 'go', 'azure']",Netskope,Computer Software
Aws Data Analytics Engineer,"['cloud', 'aws', 'redshift', 'devops']",Intuitive.Cloud,Information Technology & Services
Data Engineer- Quicksight,"['cloud', 'aws']",Quantiphi,Information Technology & Services
Senior Cloud Siem/Data Engineer,"['cloud', 'azure']",Humana,"Health, Wellness & Fitness"
Back-End Software Developer,"['cloud', 'back-end', 'backend', 'kotlin']",Crisp,Computer Software
"Analytics Engineer, Product Operations","['cloud', 'bi', 'git', 'json', 'looker', 'github', 'etl', 'snowflake', 'sql', 'apache', 'airflow', 'coding']",HubSpot,Internet
"Senior Business Systems Analyst, Hardware","['cloud', 'bi', 'looker', 'github', 'oracle', 'snowflake', 'sql', 'terminal']",Square,Internet
"Business Systems Analyst, Hardware","['cloud', 'bi', 'looker', 'github', 'oracle', 'snowflake', 'sql', 'terminal']",Square,Internet
Senior Marketing Analyst,"['cloud', 'bi', 'powerpoint', 'mssql', 'oracle', 'microsoft', 'mysql', 'tableau', 'spreadsheet', 'sql']",Cronin,Marketing & Advertising
Principal Marketing Data Analyst,"['cloud', 'bi', 'warehousing', 'tableau', 'snowflake', 'sql', 'excel']",Talend,Computer Software
"Senior Software Engineer, Terraform Developer Productivity","['cloud', 'ci/cd', 'go']",HashiCorp,Computer Software
Talend Developer,"['cloud', 'coding', 'bigquery']",Standav Corp,Information Technology & Services
Guidewire Software Engineer,"['cloud', 'coding', 'programming']",Motion Recruitment,Staffing & Recruiting
"Senior Software Engineer, Sre","['cloud', 'coding']",Instacart,Internet
Junior Software Engineer,"['cloud', 'css', 'c', 'aws', 'html']",Victorious,Internet
Senior Technical Product Manager,"['cloud', 'data_lakes', 'agile', 'aws', 'machine_learning']",Amazon Web Services (AWS),Information Technology & Services
Customer Success Business Analyst,"['cloud', 'dax', 'ai/ml', 'powerbi']",Smarsh,Information Technology & Services
"Senior Data Engineer Ii, Data Platform","['cloud', 'devops', 'azure']",MGM Resorts International,Hospitality
Back-End Software Engineer,"['cloud', 'devops', 'java']","New Relic, Inc.",Computer Software
Data Engineer Ii (Remote,"['cloud', 'devops']",MGM Resorts International,Hospitality
Senior Data Engineer Ii,"['cloud', 'devops']",MGM Resorts International,Hospitality
"Senior Software Engineer, Cruise Service Platform","['cloud', 'docker', 'frontend', 'programming', 'c/c++', 'c', 'backend', 'microsoft', 'codebase', 'go', 'azure', 'c++', 'coding']",Cruise,Automotive
"Staff Software Engineer, Cruise Service Platform","['cloud', 'docker', 'frontend', 'programming', 'c/c++', 'c', 'backend', 'microsoft', 'go', 'azure', 'c++', 'coding']",Cruise,Automotive
"Staff Software Engineer, Big Data Activation","['cloud', 'docker', 'gcp', 'programming', 'spark', 'java', 'aws', 'azure', 'scala']",LiveRamp,Marketing & Advertising
Golang Data Engineer/Developer,"['cloud', 'docker', 'golang', 'aws', 'nosql', 'apache', 'go', 'azure']",SyllogisTeks,Staffing & Recruiting
Advanced Software Development Engineer,"['cloud', 'docker', 'java', 'scala']",ADTRAN,Telecommunications
Staff Automation Software Development Engineer In Test,"['cloud', 'docker', 'linux/unix', 'git', 'programming', 'devops', 'backend', 'shell', 'aws', 'etl', 'selenium', 'machine_learning', 'go', 'azure']",Lacework,Computer Software
Platform Software Engineer,"['cloud', 'docker', 'saas', 'slack', 'programming', 'github', 'ci/cd', 'nosql', 'ai', 'machine_learning', 'go']",Lytics,Internet
Senior Etl Developer,"['cloud', 'etl']",BrickRed Systems,Information Technology & Services
Business Systems Analyst -Salesforce,"['cloud', 'excel', 'coding']",Rogers Corporation,Electrical & Electronic Manufacturing
Salesforce Business Analyst/Administrator,"['cloud', 'excel']",iHeartMedia,Broadcast Media
Security Software Engineer Iii,"['cloud', 'frontend', 'backend', 'azure']",Mailchimp,Internet
"Staff Software Engineer, Backend Platform","['cloud', 'frontend', 'devops', 'backend']",Wayfair,Retail
Mid Software Engineer,"['cloud', 'frontend', 'vue', 'backend', 'aws', 'sql', 'go', 'azure']",Tackle.io,Computer Software
"Front End Software Engineer, Seller Platform Experience","['cloud', 'gcp', 'aws', 'azure', 'terminal']",Square,Internet
"Software Engineer, Cloud Networking [Remote","['cloud', 'gcp', 'aws', 'c/c++', 'go', 'azure']",Confluent,Computer Software
"Data Scientist, Analytics","['cloud', 'gcp', 'aws', 'nlp', 'python', 'programming', 'pytorch', 'tensorflow', 'ai', 'machine_learning', 'azure', 'spark']",Infinity Consulting Solutions,Staffing & Recruiting
Mid Level Data Engineer,"['cloud', 'gcp', 'aws', 'python', 'etl', 'sql', 'devops']",Insight Global,Staffing & Recruiting
"Senior Data Scientist, Offering And Bundling","['cloud', 'gcp', 'aws', 'python', 'sql', 'docker', 'machine_learning', 'azure']",Shipt,Internet
Senior Graph Data Engineer,"['cloud', 'gcp', 'aws', 'python', 'sql', 'machine_learning', 'azure']",Planet Technology,Staffing & Recruiting
"Senior Software Engineer , Platform Solutions","['cloud', 'gcp', 'aws', 'vue.js', 'agile', 'python', 'programming', 'docker', 'go', 'azure']",Tucows,Information Technology & Services
Remote Cloud Data Engineer,"['cloud', 'gcp', 'data_lakes', 'etl', 'bigquery', 'spark']",Kolter Solutions,Information Technology & Services
"Software Engineer, Kubernetes [Remote","['cloud', 'gcp', 'java', 'aws', 'python', 'docker', 'apache', 'go', 'azure']",Confluent,Computer Software
"Senior Software Engineer, Infrastructure Security","['cloud', 'gcp', 'java', 'aws', 'python', 'programming', 'azure', 'c']",HubSpot,Internet
100% Remote Lead Software Engineer,"['cloud', 'gcp', 'java', 'javascript', 'python', 'coding', 'node', 'sql', 'js']",Ledgent Technology,Staffing & Recruiting
Production Software Engineer,"['cloud', 'gcp', 'java', 'shell', 'python', 'programming']",Comrise,Information Technology & Services
"Staff Software Engineer, Ephemeral Compute Platform","['cloud', 'gcp', 'programming', 'c/c++', 'c', 'backend', 'microsoft', 'go', 'azure', 'c++', 'coding']",Cruise,Automotive
"Senior Software Engineer, Accounts","['cloud', 'gcp', 'programming', 'iot', 'redis', 'java', 'postgresql', 'postgres']",Autonomic,Computer Software
"Staff Software Engineer, Big Data Matching","['cloud', 'gcp', 'programming', 'spark', 'java', 'aws', 'apache', 'azure', 'scala']",LiveRamp,Marketing & Advertising
"Senior, Software Engineer, Ground Truth Data","['cloud', 'gcp', 'python', 'programming', 'c/c++', 'linux']",Magic Leap,Consumer Electronics
Remote Senior Business Analyst,"['cloud', 'gcp', 'sql']","CONNECT, powered by American Family Insurance",Insurance
Partner Operations Manager,"['cloud', 'gcp', 'tableau']",Quantum Metric,Information Technology & Services
"Remote Full Stack Software Engineer, Javascript","['cloud', 'gcp', 'vue', 'json', 'javascript', 'aws', 'agile', 'selenium', 'node', 'html5', 'azure']","Verys, a West Monroe company",Information Technology & Services
Senior Security Operations Analyst,"['cloud', 'gdpr', 'programming']","Coalition, Inc.",Information Technology & Services
"Messaging Experience , Compliance Engineer","['cloud', 'gdpr']",Slack,Computer Software
Lead Devops Engineer,"['cloud', 'gitlab', 'agile', 'jira', 'linux', 'docker', 'git', 'programming', 'devops', 'c', 'redis', 'java', 'shell', 'aws', 'postgresql', 'c++', 'coding', 'paas']",Leidos,Information Technology & Services
"Software Engineer, Associate","['cloud', 'gitlab', 'agile', 'python', 'gcp', 'programming', 'devops', 'aws', 'azure']",Infor,Computer Software
"Principal Full-Stack Software Engineer, Core Services","['cloud', 'gitlab', 'node', 'docker', 'node.js', 'frontend', 'devops', 'backend', 'ci/cd', 'java', 'aws', 'mysql', 'snowflake', 'coding', 'js']",Plastiq,Financial Services
"Staff Software Engineer, Metadata","['cloud', 'gitlab', 'saas', 'c', 'aws', 'snowflake', 'azure']",dbt Labs,Computer Software
Software Engineer Ii: Platform,"['cloud', 'gitlab', 'sass', 'jira', 'docker', 'frontend', 'slack', 'backend', 'redis', 'java', 'aws', 'selenium', 'kotlin']",LogicGate,Computer Software
Software Engineer Ii: Frontend,"['cloud', 'gitlab', 'sass', 'jira', 'docker', 'frontend', 'slack', 'backend', 'redis', 'java', 'aws', 'selenium', 'kotlin']",LogicGate,Computer Software
"Software Engineer, Foundation","['cloud', 'go']",Netskope,Computer Software
Sales Salesforce Operations Manager,"['cloud', 'go']",ChargePoint,Automotive
Golang /Data Engineer,"['cloud', 'golang', 'aws', 'docker', 'nosql', 'apache', 'go', 'azure']",neteffects,Staffing & Recruiting
"Senior Software Engineer, Data Platform","['cloud', 'golang', 'java', 'python', 'programming', 'bigquery', 'mongo']",Netskope,Computer Software
"Staff Software Engineer, Fbr","['cloud', 'hadoop', 'docker', 'gcp', 'programming', 'spark', 'java', 'aws', 'apache', 'azure', 'scala']",LiveRamp,Marketing & Advertising
Cloud Devops Engineer,"['cloud', 'hadoop', 'docker', 'saas', 'gcp', 'devops', 'ci/cd', 'aws', 'ai']",LivePerson,Computer Software
Senior Cloud Data Engineer,"['cloud', 'hadoop', 'gcp', 'devops', 'spark', 'oracle', 'java', 'pyspark', 'sql', 'nosql', 'azure', 'scala', 'airflow']",CVS Health,"Health, Wellness & Fitness"
"Opi, Senior Software Engineer","['cloud', 'hadoop', 'gcp', 'json', 'spark', 'backend', 'java', 'aws', 'azure', 'scala']",LiveRamp,Marketing & Advertising
"Staff Software Engineer, Api Development","['cloud', 'hadoop', 'gcp', 'mongodb', 'spark', 'backend', 'java', 'aws', 'apache', 'azure']",LiveRamp,Marketing & Advertising
Data Engineer Analyst,"['cloud', 'hadoop', 'spark', 'aws', 'etl', 'sql']",Verisys Corporation,Information Technology & Services
Product Manager -Video Data For Developers,"['cloud', 'html5', 'saas', 'twilio', 'atlassian']",Mux,Computer Software
Executive Director Of Data Engineering (Remote,"['cloud', 'iaas', 'aws', 'paas', 'azure']",MGM Resorts International,Hospitality
"Business Systems Analyst, Quote-To-Cash","['cloud', 'ibm', 'saas', 'microsoft']",Seismic,Computer Software
Appian Software Engineer,"['cloud', 'ibm']",TDA Creative - Tech,Staffing & Recruiting
Spring 2022: Software Engineer In Test Co-Op,"['cloud', 'ios', 'agile', 'python', 'coding', 'c/c++', 'selenium', 'jira']",iRobot,Consumer Electronics
"Ios Staff Software Engineer, Test Infrastructure","['cloud', 'ios', 'ci/cd', 'swift']",Etsy,Internet
Sales Operations Manager,"['cloud', 'iot']",Alula,Information Technology & Services
Intermediate Software Engineer,"['cloud', 'java', 'agile', 'python', 'rust']",BlueCat,Computer Networking
Guidewire Developer,"['cloud', 'java', 'agile']",Flexion Inc.,Information Technology & Services
Software Engineer Sme,"['cloud', 'java', 'aws', 'agile', 'python', 'cicd', 'linux', 'hadoop', 'azure']",Dice,Internet
